id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7704736,Nice room in front Vondelpark,19952222,Alex & Eva,,De Baarsjes - Oud-West,52.35945708,4.866307951,Private room,60,1,1,18/08/2015,0.05,1,0
8348598,Light apartment with amazing view,44004267,Edith,,De Baarsjes - Oud-West,52.35691806,4.855878219,Entire home/apt,250,1,15,01/11/2016,0.85,2,325
960091,A Room with a View.,5225798,Marco,,De Baarsjes - Oud-West,52.36792741,4.851654796,Private room,54,1,189,18/03/2017,4.35,2,332
17824583,Spacious apartment in Amsterdam,3707028,Lishia,,De Baarsjes - Oud-West,52.36813457,4.855800791,Entire home/apt,200,2,0,,,2,10
15104576,Cozy apartment at a great location,23403706,Liselot,,De Baarsjes - Oud-West,52.36254622,4.857829425,Entire home/apt,120,2,0,,,1,55
13131817,Spacious Room Close to City Centre,18041739,Bahghi,,De Baarsjes - Oud-West,52.37076966,4.868330715,Private room,51,2,9,22/10/2016,0.94,1,0
3537461,Bright and well located apartment!,17809623,Karel,,De Baarsjes - Oud-West,52.37042443,4.866969884,Entire home/apt,150,2,20,07/12/2015,0.64,1,4
9468472,Fully equipped modern room,48219887,Fernon,,De Baarsjes - Oud-West,52.37452222,4.857447871,Private room,60,3,1,01/01/2016,0.07,1,0
4870182,Typical Amsterdam style apartment ,16914759,Jelle,,De Baarsjes - Oud-West,52.36574581,4.875039665,Entire home/apt,95,1,11,26/03/2017,0.56,1,0
13198248,"Stylish house-boat, perfectly located",505271,Michiel,,De Baarsjes - Oud-West,52.37133202,4.871775742,Entire home/apt,150,2,7,03/01/2017,0.71,1,4
2423265,NEW CANAL STUDIO IN AMSTERDAM,12385737,Private Apartments Amsterdam,,De Baarsjes - Oud-West,52.36917336,4.866635872,Private room,80,4,77,01/03/2017,2.14,1,1
4448285,Renewed authentic and spacious loft apartment,4883501,Ilse And Guus,,De Baarsjes - Oud-West,52.36696356,4.865295823,Entire home/apt,105,4,24,27/03/2017,0.84,1,16
17758703,"Clean apt, 3 min from the center/Jordaan area",1324659,Femke (Host My Home),,De Baarsjes - Oud-West,52.37214537,4.872869093,Entire home/apt,240,2,0,,,10,57
12614117,Leidseplein City Retreat,48703385,Tillan,,De Baarsjes - Oud-West,52.36326896,4.876405085,Entire home/apt,150,2,3,27/05/2016,0.27,91,77
1440217,Cosy&Luxurious apt + roof terrace!,5058598,Jolien,,De Baarsjes - Oud-West,52.35791967,4.850996474,Entire home/apt,125,3,10,25/09/2015,0.24,1,47
14246811,Modern comfortable apartment with beautiful view,86700276,Margherita,,De Baarsjes - Oud-West,52.36244872,4.850280459,Entire home/apt,190,2,21,19/03/2017,3.73,1,13
5974689,Cozy apartment including 2 bikes,31016826,Marleen,,De Baarsjes - Oud-West,52.3698233,4.850883514,Entire home/apt,125,5,0,,,1,191
13620414,Modern canalside 2br apt,59021193,Dorith,,De Baarsjes - Oud-West,52.36949686,4.869471571,Entire home/apt,122,1,0,,,1,0
2457531,"Whole house, great location!",805655,Boris,,De Baarsjes - Oud-West,52.37191045,4.870005529,Entire home/apt,99,7,19,02/01/2016,0.56,2,227
16569495,City centre modern apt. 50m2 Museum quarter,109156401,Daniel,,De Baarsjes - Oud-West,52.36680435,4.873001989,Entire home/apt,120,1,8,28/03/2017,4.53,1,10
3174700,Very bright and spacious apartment,2820580,Bart,,De Baarsjes - Oud-West,52.37002324,4.869211505,Entire home/apt,175,3,0,,,1,0
1048493,Nice appartment near city centre,5597390,Jaap,,De Baarsjes - Oud-West,52.36381152,4.850664985,Entire home/apt,120,4,11,04/05/2016,0.24,1,304
4444190,Family apartment in Vondelpark area,20125546,Thies,,De Baarsjes - Oud-West,52.35971042,4.853774214,Entire home/apt,150,4,1,17/05/2015,0.04,1,1
2548617,Nice apartment at the Vondelpark,6748652,Johannes,,De Baarsjes - Oud-West,52.35987597,4.864814692,Entire home/apt,149,3,19,20/02/2017,0.53,1,91
7496582,Nice & comfy renovated apartement!,3938291,Robert,,De Baarsjes - Oud-West,52.37234728,4.857730081,Entire home/apt,99,14,8,01/04/2016,0.53,1,0
16089007,Lovely apt w/ balcony @ Vondelpark,13123135,Sim,,De Baarsjes - Oud-West,52.36170494,4.867272755,Private room,75,2,0,,,1,286
6346009,"Appartment in the city, 2 bedrooms",33052591,Dimphy,,De Baarsjes - Oud-West,52.3621705,4.851658711,Entire home/apt,120,5,22,08/01/2017,1.05,2,1
4323054,Amsterdam apartment with a garden!,22445747,Lotje,,De Baarsjes - Oud-West,52.37379616,4.858945941,Entire home/apt,99,3,29,26/03/2017,0.99,1,271
8253736,Nice ground floor apt with garden,5730192,Lisette,,De Baarsjes - Oud-West,52.35973399,4.850208491,Entire home/apt,100,2,0,,,1,0
14712710,Charming & cozy apartment at great location | 2P,17359506,Lisanne,,De Baarsjes - Oud-West,52.3726264,4.850172879,Entire home/apt,110,2,3,01/11/2016,0.53,1,4
13576855,Cozy Room close to the City Centre,37158057,Aina,,De Baarsjes - Oud-West,52.36847768,4.865663041,Private room,69,1,2,10/07/2016,0.21,2,0
5399419,Amazing Apt in the City Center,27265740,Lau,,De Baarsjes - Oud-West,52.36149699,4.864071665,Entire home/apt,130,5,7,08/05/2016,0.29,1,0
9721152,Canal View Vondelpark Apartment,8404335,Sieds,,De Baarsjes - Oud-West,52.35951259,4.855713564,Entire home/apt,100,2,8,17/10/2016,0.53,1,91
16904481,Beautiful renovated apartment in city center,6858023,Emma,,De Baarsjes - Oud-West,52.37072877,4.872689573,Entire home/apt,180,3,0,,,2,0
17923959,Charming apartment in the city center of Amsterdam,2359734,Celeste,,De Baarsjes - Oud-West,52.36073506,4.858385759,Entire home/apt,129,3,0,,,1,22
2318321,"Independ Room+Bathroom, City Centre",11839698,Yulia,,De Baarsjes - Oud-West,52.36111766,4.864556055,Private room,75,1,65,27/03/2015,1.75,1,91
4213574,"museum area, garden, city centre",12688601,Tjarda,,De Baarsjes - Oud-West,52.36513512,4.877004045,Entire home/apt,141,2,15,21/11/2016,0.52,1,317
16613232,Lovely studio right by food market,19374958,Hedwig,,De Baarsjes - Oud-West,52.36743515,4.866734345,Entire home/apt,150,3,1,14/03/2017,0.48,1,2
11989277,"Charming, comfortable, luxury home",23142516,Isabelle,,De Baarsjes - Oud-West,52.36355202,4.87839889,Entire home/apt,125,3,14,19/03/2017,1.14,2,0
3309416,Spacious Ap + Romantic Garden House,16707861,Manuel,,De Baarsjes - Oud-West,52.37325193,4.861664745,Entire home/apt,195,2,27,23/02/2017,0.82,1,10
17902223,Modern apartment Oud West,122673728,Irasema,,De Baarsjes - Oud-West,52.36317923,4.865873221,Entire home/apt,190,3,0,,,1,35
13109623,Nice Apartment located near city centre,10508855,Denise,,De Baarsjes - Oud-West,52.36827046,4.85264639,Entire home/apt,70,2,1,03/06/2016,0.1,1,0
872594,**Spacious lovely loft appartment* ,4603922,Ellen,,De Baarsjes - Oud-West,52.36965034,4.85857073,Entire home/apt,127,4,12,05/05/2016,0.24,1,57
14443375,Amsterdam,7348004,Hilde,,De Baarsjes - Oud-West,52.3651526,4.864238228,Private room,65,2,0,,,1,0
7199154,Nice room in the city/the Baarsjes,33052591,Dimphy,,De Baarsjes - Oud-West,52.36336076,4.853678062,Private room,55,2,22,23/03/2017,1.26,2,61
12297701,Modern apartment near Vondelpark,66297294,Anna,,De Baarsjes - Oud-West,52.36297213,4.875595334,Entire home/apt,99,1,48,03/03/2017,4.85,1,0
10309657,Great place nearby centre,31145850,Koen,,De Baarsjes - Oud-West,52.35868549,4.851676026,Private room,35,1,1,17/01/2016,0.07,1,0
5898034,Amazing Penthouse - Rooftop terrace,30632203,Jukka,,De Baarsjes - Oud-West,52.37170107,4.859018296,Entire home/apt,270,4,24,24/10/2016,1,1,284
17563446,"Welcome, in our charming and spacious apartment",119140022,Mirjam En Bienna,,De Baarsjes - Oud-West,52.36978587,4.872228048,Private room,130,2,3,26/03/2017,3,1,82
14210265,"EXCELLENT APARTMENT,PERFECTLY LOCATED,AMST,CENTRAL",14183886,Luis,,De Baarsjes - Oud-West,52.36159151,4.85458133,Entire home/apt,98,3,1,21/09/2016,0.15,20,20
6356866,Beautiful sunny app in Amsterdam,33116110,Jacqueline,,De Baarsjes - Oud-West,52.37144751,4.849751397,Entire home/apt,120,2,7,28/08/2016,0.31,1,99
8708962,spacious 2 bedroom apartment,35843761,Bruno,,De Baarsjes - Oud-West,52.37390415,4.861032,Entire home/apt,130,2,2,27/11/2015,0.11,1,0
16255528,"Spacious, light apartment (+balcony) in A'dam-west",51504888,Channa,,De Baarsjes - Oud-West,52.36832633,4.862809991,Entire home/apt,129,3,5,12/03/2017,1.27,1,13
9501950,Design Loft With Roof Terrace,48703385,Tillan,,De Baarsjes - Oud-West,52.3735168,4.859190935,Entire home/apt,209,2,4,10/05/2016,0.29,91,0
12488698,Luxurious Apartment @ City Centre,22274976,Mirjam,,De Baarsjes - Oud-West,52.36139043,4.870768568,Entire home/apt,80,3,36,05/02/2017,3.2,1,25
6607494,"Spacious loft near Vondelpark, Leid",34573092,Jacob,,De Baarsjes - Oud-West,52.36256795,4.870077971,Entire home/apt,115,2,7,18/12/2016,0.32,1,2
9207029,comfortable livingroom/bedroom,16838987,Lidwien,,De Baarsjes - Oud-West,52.36721569,4.873635297,Private room,70,2,2,04/09/2016,0.12,3,0
64736,Luxury Houseboat,306192,Conny,,De Baarsjes - Oud-West,52.36348131,4.867833978,Entire home/apt,145,3,71,28/09/2016,1.62,1,12
2191590,Apartment in Oud West Amsterdam,11176333,Ruben,,De Baarsjes - Oud-West,52.36079045,4.86245313,Entire home/apt,109,3,101,01/09/2016,2.77,1,0
7222062,Very nice family home with patio,37807822,Judith,,De Baarsjes - Oud-West,52.36522089,4.876389386,Entire home/apt,380,3,1,10/08/2016,0.13,1,0
15030691,CHARMING A'dam west area apt. with balcony!,87871054,Wouter,,De Baarsjes - Oud-West,52.3710222,4.847912933,Entire home/apt,79,2,14,11/02/2017,3,28,0
15653275,Lovely & Renovated Apartment|Very bright|Central,100498540,Doortje,,De Baarsjes - Oud-West,52.36422169,4.862961782,Entire home/apt,85,3,1,27/11/2016,0.24,1,75
14897159,New luxury app in Oud-West with beautiful garden,9395279,Babette,,De Baarsjes - Oud-West,52.36743943,4.864548901,Entire home/apt,299,5,0,,,1,89
6512602,"modern, spacious appartment.",6583333,Bas,,De Baarsjes - Oud-West,52.36526199,4.860424031,Entire home/apt,138,2,13,19/03/2017,1.06,1,154
6388537,Cozy apartment with sunny garden,5888570,Michel,,De Baarsjes - Oud-West,52.37441813,4.858234617,Entire home/apt,140,14,15,03/01/2017,0.74,1,91
13925585,"house with garden, 10 min. from city centre",17414033,Wouter,,De Baarsjes - Oud-West,52.36908346,4.85218626,Entire home/apt,79,2,25,25/03/2017,2.98,1,0
10691349,Private room in Apartment at Amsterdam Center,31805226,Marc,,De Baarsjes - Oud-West,52.37361174,4.858309018,Private room,72,3,17,28/02/2017,1.22,1,1
8551630,"Luxurious apartment, great location",10496065,Melissa & Douwe,,De Baarsjes - Oud-West,52.36238836,4.876404365,Entire home/apt,295,2,5,01/01/2017,0.41,1,18
7891490,Family house w/garden at the canal,41605777,Annemiek,,De Baarsjes - Oud-West,52.36983548,4.871544736,Entire home/apt,289,4,3,23/10/2016,0.17,1,187
17353005,Big Cozy 3 Room Central Apartment Amsterdam,3566954,Chantal,,De Baarsjes - Oud-West,52.36336558,4.877459302,Entire home/apt,106,2,0,,,1,0
3799447,Comfy place with sunny balcony!,19444223,Fleur,,De Baarsjes - Oud-West,52.36298228,4.851391451,Entire home/apt,120,4,10,29/03/2016,0.32,1,0
14610679,Spacious place in Amsterdam near to best places,45699615,Dirk,,De Baarsjes - Oud-West,52.37178671,4.858301745,Private room,65,3,2,01/01/2017,0.3,1,22
5763318,Great location and private bathroom,19035647,Maarten,,De Baarsjes - Oud-West,52.35996806,4.858910675,Private room,50,2,2,26/10/2016,0.1,1,0
11164036,Your home in Amsterdam!,25127376,Nathalie,,De Baarsjes - Oud-West,52.36856784,4.86502749,Entire home/apt,120,2,19,29/03/2017,1.43,1,245
6873916,"Extremely light, with canal view",3561531,Rob,,De Baarsjes - Oud-West,52.37271681,4.856021724,Entire home/apt,100,2,36,13/03/2017,1.7,1,13
6323385,Ultimate Amsterdam Getaway,22085996,Jelle & Caroline,,De Baarsjes - Oud-West,52.36159579,4.870912204,Entire home/apt,150,3,13,04/02/2017,0.59,1,6
1200768,Large family house + roof terrace!,6551493,Wouter And Martine,,De Baarsjes - Oud-West,52.37143751,4.865067287,Entire home/apt,175,5,21,31/12/2016,0.46,1,26
16142970,Beautiful City Centre Garden Room,5785909,Alvaro And Adrie,,De Baarsjes - Oud-West,52.36960504,4.874888263,Private room,140,1,0,,,1,24
539700,Nice & bright apt. in Amsterdam,2651853,Floor,,De Baarsjes - Oud-West,52.36967222,4.859868577,Entire home/apt,95,4,20,01/11/2016,0.35,1,0
6017020,Great Apartment City Centre,31232640,Tommy & Menne,,De Baarsjes - Oud-West,52.36990134,4.871943592,Entire home/apt,110,3,6,17/10/2016,0.26,1,76
11123361,Cozy family apartment near center,23995927,Thomas,,De Baarsjes - Oud-West,52.36743156,4.849794783,Entire home/apt,130,4,1,19/05/2016,0.09,1,0
1211536,"Lovely, quiet B&B, Amsterdam-center",5476779,Janine,,De Baarsjes - Oud-West,52.37358349,4.859920974,Private room,60,2,98,17/02/2017,2.25,3,0
14086359,Sunny and tidy appartment with roof terrace + BBQ,4094987,Michiel,,De Baarsjes - Oud-West,52.36306364,4.851394645,Private room,85,2,1,27/03/2017,1,1,103
13097339,Cozy 2 Bedroom on Lively Kinkerstraat,45514590,Anne,,De Baarsjes - Oud-West,52.36532159,4.867495218,Entire home/apt,170,3,11,11/02/2017,1.07,1,0
6017649,Nice room at Vondelpark,1195000,Linda,,De Baarsjes - Oud-West,52.35992697,4.862859671,Private room,50,1,3,08/06/2015,0.13,1,0
9192415,Cozy apartment center Amsterdam,47820987,Annabel,,De Baarsjes - Oud-West,52.36137101,4.873860326,Entire home/apt,95,2,16,30/01/2017,0.99,1,0
13907967,Bright and modern apartment near city center,80287292,Eva,,De Baarsjes - Oud-West,52.37023655,4.868940182,Entire home/apt,90,2,5,19/08/2016,0.59,1,0
14311358,HISTORIC HOUSE IN TOWN VERY CLOSE TO AMSTERDAM!,87477153,Tjade,,De Baarsjes - Oud-West,52.36103721,4.875157316,Entire home/apt,169,3,1,07/09/2016,0.14,1,173
14869289,Cosy and beautiful apartment with garden,16265291,Nienke,,De Baarsjes - Oud-West,52.35985528,4.851777723,Entire home/apt,115,2,2,19/03/2017,1.07,1,93
3078574,Nice apartment close to city center,15667281,Emile,,De Baarsjes - Oud-West,52.35974177,4.856667739,Entire home/apt,189,3,23,23/10/2016,0.67,1,126
5474153,"Studio apartment in ""de Baarsjes""",27530076,Daan,,De Baarsjes - Oud-West,52.37045765,4.849369798,Entire home/apt,110,2,57,19/03/2017,2.35,1,140
14743990,Super nice apt. perfect location Amsterdam centre!,30490867,Jordy,,De Baarsjes - Oud-West,52.3695197,4.862976003,Entire home/apt,100,3,7,12/02/2017,1.03,1,336
12079096,Canal view  next to Vondelpark,11993894,Iris,,De Baarsjes - Oud-West,52.36211218,4.861054521,Private room,80,2,10,26/03/2017,0.83,1,336
16537965,LUXURIOUS SPACIOUS APARTMENT,16129402,Martijn,,De Baarsjes - Oud-West,52.35744236,4.858450815,Entire home/apt,225,3,0,,,1,287
12641057,Charming family apt with patio in trendy area,5719935,Jolien,,De Baarsjes - Oud-West,52.36250142,4.860932005,Entire home/apt,170,4,0,,,1,0
743788,Le Quartier Sonang-Kamar Bidadari,3897376,Oki & Frank,,De Baarsjes - Oud-West,52.36456757,4.87563954,Private room,160,2,0,,,2,178
6060081,Cosy and light apartment.,29995001,Jacobs,,De Baarsjes - Oud-West,52.37010031,4.853359119,Entire home/apt,50,3,86,04/05/2016,3.63,1,0
15530410,Amsterdam West at it's best,40415005,Arjan,,De Baarsjes - Oud-West,52.37403096,4.863769731,Entire home/apt,112,2,2,27/11/2016,0.43,1,69
807531,Spacious & Neat apartment in Amsterdam,4249281,Bob En Mijntje,,De Baarsjes - Oud-West,52.36223361,4.854194416,Entire home/apt,200,1,1,22/01/2017,0.42,1,0
13897477,Clean room with private bathroom in oud-west,22715299,Sjoerd,,De Baarsjes - Oud-West,52.36101902,4.862959141,Private room,80,1,0,,,1,0
555399,Amsterdam - conveniently located,1829820,Gina,,De Baarsjes - Oud-West,52.3727637,4.872849817,Entire home/apt,120,1,22,31/05/2015,0.38,1,0
6289814,Vondelpark family apartment,13144063,Willemijn,,De Baarsjes - Oud-West,52.36033347,4.867604038,Entire home/apt,150,3,9,02/01/2017,0.44,1,62
2286330,"Light, cosy apt next to Vondelpark",11680696,Maartje,,De Baarsjes - Oud-West,52.35920988,4.862367664,Entire home/apt,225,2,36,19/03/2017,0.95,1,5
15323847,Nice penthouse next to the Jordaan,97375904,David,,De Baarsjes - Oud-West,52.37128359,4.863564975,Entire home/apt,130,2,1,23/10/2016,0.19,3,302
13153299,Trendy and spacious rooftop apt (115m2) in centre,17633423,Jan Willem,,De Baarsjes - Oud-West,52.36464637,4.874048612,Entire home/apt,175,12,1,18/02/2017,0.11,1,148
5758894,Charming Bedroom in Amsterdam,29874532,Sophie En Dax,,De Baarsjes - Oud-West,52.37078928,4.869572979,Private room,85,2,15,15/08/2016,0.64,1,23
3497900,Large cosy double family apartment.,14745730,Bas,,De Baarsjes - Oud-West,52.36712654,4.871302255,Entire home/apt,375,4,4,20/08/2015,0.12,2,7
12351868,Clean & Trendy Apartment + Balcony,63389979,Eric,,De Baarsjes - Oud-West,52.37246363,4.854546549,Entire home/apt,110,1,6,08/06/2016,0.56,2,0
11204982,Unusual ground floor apartment,58347062,Sammi,,De Baarsjes - Oud-West,52.36744253,4.865945258,Entire home/apt,140,2,22,26/03/2017,1.72,1,7
1713474,Amsterdam School Building,7356863,Tycho,,De Baarsjes - Oud-West,52.36164649,4.863885719,Private room,106,1,107,02/03/2017,4.86,1,104
15560850,NEW! Cosy room in a spacious apartment,179452,Cristina,,De Baarsjes - Oud-West,52.36588635,4.860617919,Private room,55,1,28,24/03/2017,5.45,1,2
3500433,Spacious design townhouse with garden,1400952,Emilie,,De Baarsjes - Oud-West,52.36570956,4.867117017,Entire home/apt,200,2,23,21/03/2017,0.75,1,137
489832,"De Rietzanger, Amsterdam",2421854,Margreet,,De Baarsjes - Oud-West,52.36361746,4.867616949,Entire home/apt,100,21,12,31/12/2016,0.23,2,308
14215570,Modern apartment in Amsterdam-West,9406707,Tim,,De Baarsjes - Oud-West,52.37100476,4.848441369,Entire home/apt,129,2,0,,,1,206
13719879,One spacious and comfortable bedroom apartment,80186445,Rogier,,De Baarsjes - Oud-West,52.36539978,4.86848082,Entire home/apt,127,2,2,30/10/2016,0.32,1,1
8513183,Spacious and bright apartment,37690050,Rick,,De Baarsjes - Oud-West,52.37214224,4.860114605,Entire home/apt,114,2,5,25/09/2016,0.31,1,0
8971928,Canal View Apartment,46884262,Charis,,De Baarsjes - Oud-West,52.36093406,4.855235185,Entire home/apt,139,1,26,26/03/2017,2.22,1,325
4061531,Cozy Apartment near city centre,19319187,Anne,,De Baarsjes - Oud-West,52.3705127,4.854347784,Entire home/apt,95,1,3,08/08/2016,0.27,1,238
11172184,"Great ap w balconies, Vondelpark",58137464,Geert,,De Baarsjes - Oud-West,52.35987817,4.855124457,Entire home/apt,120,2,7,25/09/2016,0.55,1,0
5855561,Quiet and homely apartment,30403521,Esther,,De Baarsjes - Oud-West,52.36136352,4.868667304,Entire home/apt,99,1,8,24/10/2016,0.41,1,269
6936910,Cozy apartment near Vondelpark,36369455,Flavia,,De Baarsjes - Oud-West,52.36247847,4.854775962,Entire home/apt,110,2,5,01/05/2016,0.33,1,11
14122349,Spacious family home near City centre 2p + 1 child,11611523,Arthur,,De Baarsjes - Oud-West,52.37138657,4.86105557,Entire home/apt,120,1,3,01/01/2017,0.39,1,44
648862,"Nice, light, clean, cosy appartment",3255777,Barbara,,De Baarsjes - Oud-West,52.36277351,4.850646322,Entire home/apt,75,1,8,01/09/2016,0.36,1,0
5495108,Studio for 2 next to the Vondelpark,21373135,Sebastiaan,,De Baarsjes - Oud-West,52.36214328,4.864688927,Entire home/apt,80,2,19,21/03/2017,0.83,1,0
9689408,Top location near the Vondelpark!!!,7687095,Ordelia,,De Baarsjes - Oud-West,52.36257363,4.861005659,Entire home/apt,80,1,11,13/03/2017,0.72,1,212
10512003,Spacious appartment near city centre,54198544,Nathan,,De Baarsjes - Oud-West,52.36624405,4.862489634,Entire home/apt,110,3,23,12/03/2017,1.81,1,63
17398003,NEW | Central | Luxurious APT next to Vondelpark,83284412,Rogier,,De Baarsjes - Oud-West,52.35968599,4.860457671,Entire home/apt,109,4,2,28/03/2017,2,2,0
13924581,Leuk appartement in de Baarsjes,25495528,Gabriela,,De Baarsjes - Oud-West,52.36656461,4.852613459,Entire home/apt,100,2,3,02/01/2017,0.35,1,213
3040900,Home in CAR FREE area near CENTER,15484042,Manuel Liselore And Ronja,,De Baarsjes - Oud-West,52.37039943,4.863402556,Entire home/apt,120,2,13,13/08/2016,0.39,1,22
15071447,The perfect two room apartment,38223839,Natalie,,De Baarsjes - Oud-West,52.36654301,4.869220504,Entire home/apt,76,2,5,26/09/2016,0.75,2,0
17131132,Cosy apartment close to the City Centre,7002898,Twan,,De Baarsjes - Oud-West,52.37275923,4.855227607,Entire home/apt,79,2,1,27/03/2017,1,11,0
7270344,"Cosy apartment, perfectly located.",37992411,Marie,,De Baarsjes - Oud-West,52.36136357,4.873484472,Entire home/apt,250,2,9,25/10/2016,0.44,1,343
4973620,Cozy 1 bedroom by City Center,20216400,Ceyda,,De Baarsjes - Oud-West,52.36461625,4.861690589,Private room,105,3,2,02/04/2017,0.08,1,336
6224047,Beautiful complete Apartment,2444421,Charlotte Simone,,De Baarsjes - Oud-West,52.37105565,4.860142213,Entire home/apt,109,4,16,31/10/2016,0.77,1,9
13791333,Authentic Apartment in Old-West | Balcony,1464510,Michiel And Jane,,De Baarsjes - Oud-West,52.36861479,4.851684663,Entire home/apt,109,3,1,18/07/2016,0.12,38,7
12019307,Bright & cozy apt. nearb Vondelpark,44404037,Saskia,,De Baarsjes - Oud-West,52.359355,4.854828009,Entire home/apt,130,2,10,12/02/2017,0.84,1,8
17985635,FAB A'dam apt. with great view!,113977564,Willem,,De Baarsjes - Oud-West,52.35705938,4.85455661,Entire home/apt,79,2,0,,,29,40
11953756,Modern City Apartment,13405827,Capital Apartments,,De Baarsjes - Oud-West,52.36886904,4.873937103,Entire home/apt,185,3,16,04/12/2016,1.3,24,74
9692766,Cozy room in vibrant Oud West,24690334,Bjoern,,De Baarsjes - Oud-West,52.36834103,4.866151126,Private room,60,1,11,29/01/2017,0.68,1,81
14100068,TRENDY APT IN POPULAR AREA 10MIN FROM CITY CENTER,13848365,Linda,,De Baarsjes - Oud-West,52.37137643,4.86243451,Entire home/apt,89,2,9,31/12/2016,1.2,1,0
6293301,A cozy apartment with a Garden,4572073,Joris,,De Baarsjes - Oud-West,52.37215022,4.854169097,Entire home/apt,100,4,21,19/06/2016,0.94,1,0
10483862,Comfortable Canal Apartment,12116126,Michiel,,De Baarsjes - Oud-West,52.37223024,4.872921467,Entire home/apt,120,2,28,26/02/2017,2.26,1,0
17267850,Lovely apartment near Museumsquare & Vondelpark,102868071,Floris,,De Baarsjes - Oud-West,52.36487126,4.878725486,Entire home/apt,275,3,0,,,3,56
3919829,Sunny Stylisch Family app2floors,16007654,Marleen,,De Baarsjes - Oud-West,52.37095307,4.861888738,Entire home/apt,150,5,0,,,1,0
5236285,Lovely apartment in Old West,8526077,Sella,,De Baarsjes - Oud-West,52.36575467,4.868527157,Entire home/apt,100,3,17,30/01/2017,0.66,1,28
15935071,"beautiful, spacious & romantic apartment + garden",2333839,Willemijn,,De Baarsjes - Oud-West,52.37104173,4.849124586,Entire home/apt,115,2,2,27/12/2016,0.53,1,88
7893076,Lovely appartment in pleasant area,41614808,Marianne,,De Baarsjes - Oud-West,52.3629074,4.85128897,Entire home/apt,105,3,7,02/01/2017,0.36,1,4
12130964,Trendy loft with glass sunroom,6174193,Ernst,,De Baarsjes - Oud-West,52.37254469,4.854606292,Entire home/apt,150,2,6,26/02/2017,0.52,1,1
13818942,Lichte kamer met openslaande deuren naar de tuin!,13343416,Anne,,De Baarsjes - Oud-West,52.37126652,4.859894226,Private room,75,3,16,20/03/2017,1.79,1,10
2942499,Modern spacious apartment in centre,5088845,Hans & Karlien,,De Baarsjes - Oud-West,52.36315617,4.868218296,Entire home/apt,100,2,14,26/03/2017,0.41,1,0
12214138,Sunny spacious appartment near park (no furniture),15273631,Loes,,De Baarsjes - Oud-West,52.36699944,4.851978571,Entire home/apt,30,3,8,01/01/2017,0.88,1,0
12808277,Unique house with big sunny garden,2838968,Barbara,,De Baarsjes - Oud-West,52.3705592,4.864154615,Entire home/apt,250,4,4,02/01/2017,0.43,1,21
14579844,Great & cozy apartment in Amsterdam Old-West,72136164,Paul,,De Baarsjes - Oud-West,52.36448741,4.863789557,Entire home/apt,140,2,4,30/12/2016,0.57,1,0
943625,New Central Bright Apartment.,5105426,Mariangela,,De Baarsjes - Oud-West,52.36757597,4.871940089,Entire home/apt,92,2,58,27/03/2017,1.2,1,31
714243,Cozy houseboat near Vondelpark!,3678493,Hanne,,De Baarsjes - Oud-West,52.36380468,4.862458832,Entire home/apt,99,1,42,21/10/2016,0.83,1,0
9234007,Typical Amsterdam style apartment,47998711,Erik,,De Baarsjes - Oud-West,52.36709876,4.868056214,Entire home/apt,110,3,12,03/12/2016,0.79,1,24
13198868,Spacious and modern apartment near city centre!,67222301,Rogier,,De Baarsjes - Oud-West,52.37098605,4.870866819,Entire home/apt,120,2,8,27/03/2017,0.96,1,5
13107524,Cosy apartment near Vondelpark,21953006,Mira,,De Baarsjes - Oud-West,52.35903643,4.857607475,Entire home/apt,100,3,1,20/03/2017,1,1,120
4946029,Lovely studio in Amsterdam old-west,11437404,Lieneke,,De Baarsjes - Oud-West,52.36692749,4.875297712,Entire home/apt,88,1,29,19/12/2016,2.32,1,0
17519167,GREAT 4p apt. in A'dam West Area!,113977564,Willem,,De Baarsjes - Oud-West,52.36458837,4.868905021,Entire home/apt,149,2,0,,,29,37
1104125,Open! Nice apartment near center.,6064024,Jan,,De Baarsjes - Oud-West,52.3659592,4.866756269,Entire home/apt,110,3,44,19/09/2016,1,1,91
6158443,NEW: Luxery Home with canal view,2236192,Fadi & Riek,,De Baarsjes - Oud-West,52.36983707,4.86520753,Entire home/apt,175,2,28,12/02/2017,1.35,1,12
7589822,Cozy apartment with sunny balcony,6586289,Sabrina,,De Baarsjes - Oud-West,52.36294636,4.864459786,Entire home/apt,99,3,6,29/05/2016,0.31,1,210
5369919,Light and spacious house A'dam West,2002999,Livia,,De Baarsjes - Oud-West,52.37177542,4.862413432,Entire home/apt,175,1,41,19/03/2017,1.69,1,14
6110112,"large central home, lots of light",1092788,Eve,,De Baarsjes - Oud-West,52.3592383,4.862179568,Entire home/apt,176,3,12,20/11/2016,0.55,1,6
6090805,Stylish+comfortable app with garden,31604824,Maaike,,De Baarsjes - Oud-West,52.37298465,4.860317386,Entire home/apt,83,3,44,20/03/2017,2.31,1,231
14147419,"Beautiful, spacious top floor apartment w/ rooftop",22008071,Valentina,,De Baarsjes - Oud-West,52.3618329,4.866272121,Entire home/apt,140,1,2,06/11/2016,0.4,1,0
